time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-02-16T16:47:38.170Z,45.3033333,-112.6983333,1.81,0.74,ml,5,174,0.093,0.04,mb,mb80199594,2017-02-16T17:05:27.000Z,"10km NNW of Dillon, Montana",earthquake,0.51,0.91,0.392,2,reviewed,mb,mb
2017-02-16T16:36:34.240Z,47.0135,-121.8963333,18,0.56,ml,7,256,0.08755,0.16,uw,uw61250601,2017-02-16T20:32:41.640Z,"19km SSE of Buckley, Washington",earthquake,0.92,0.88,0.09,4,reviewed,uw,uw
2017-02-16T16:29:56.930Z,43.6241667,-121.1616667,8.74,0.81,ml,8,139,0.02552,0.08,uw,uw61250596,2017-02-16T19:14:40.110Z,"28km E of La Pine, Oregon",earthquake,0.37,0.61,0.106,4,reviewed,uw,uw
2017-02-16T16:28:06.568Z,61.4375,-151.6854,83.8,1.9,ml,,,,0.43,ak,ak15279988,2017-02-16T16:37:51.297Z,"85km NNW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-02-16T16:18:24.491Z,39.2244,-120.096,7.5,0.5,ml,9,124.19,0.083,0.1715,nn,nn00578821,2017-02-16T22:39:39.491Z,"4km WSW of Tahoe Vista, California",earthquake,,2.3,0.86,3,reviewed,nn,nn
2017-02-16T16:06:33.920Z,36.0288333,-117.7666667,1.89,1.2,ml,19,63,0.003791,0.11,ci,ci37584911,2017-02-16T16:59:17.802Z,"16km NE of Little Lake, CA",earthquake,0.14,0.14,0.21,11,reviewed,ci,ci
2017-02-16T16:01:49.400Z,36.1263,-96.8727,5,2.8,ml,,22,,0.52,us,us20008k9n,2017-02-17T16:48:00.040Z,"15km W of Yale, Oklahoma",earthquake,1,4.7,,,reviewed,tul,tul
2017-02-16T15:54:32.410Z,36.0792,70.3973,107.34,4.3,mb,,112,1.054,0.83,us,us20008k9l,2017-02-17T15:46:07.040Z,"34km W of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,3.5,6.9,0.077,51,reviewed,us,us
2017-02-16T15:49:18.830Z,38.8023333,-122.7595,0.95,0.42,md,12,93,0.01982,0.05,nc,nc72764886,2017-02-18T06:49:01.744Z,"2km N of The Geysers, California",earthquake,0.26,0.8,0.166,3,reviewed,nc,nc
2017-02-16T15:42:43.760Z,19.343,-155.1146667,7.249,1.1,md,24,145,0.04286,0.1,hv,hv61609071,2017-02-16T20:46:52.020Z,"16km SE of Volcano, Hawaii",earthquake,0.56,0.88,0.184,14,reviewed,hv,hv
2017-02-16T15:33:07.300Z,36.1266,-96.864,6.207,3.8,ml,,22,,0.29,us,us20008k9g,2017-02-19T16:02:56.850Z,"14km W of Yale, Oklahoma",earthquake,0.8,1.7,,,reviewed,tul,tul
2017-02-16T15:27:17.594Z,61.7097,-149.6386,30.5,1.6,ml,,,,0.52,ak,ak15279524,2017-02-16T15:36:51.257Z,"9km NNW of Meadow Lakes, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-16T15:23:09.053Z,59.9683,-147.0029,16.5,2,ml,,,,0.77,ak,ak15279522,2017-02-16T15:31:38.912Z,"70km NNW of Middleton Island, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-16T15:17:19.970Z,37.2468,-116.7142,10.6,0.1,ml,6,231.14,0.103,0.1273,nn,nn00578818,2017-02-16T22:30:02.977Z,"37km N of Beatty, Nevada",earthquake,,3.4,0.06,4,reviewed,nn,nn
2017-02-16T15:15:45.960Z,38.7571667,-122.726,2.14,0.62,md,8,149,0.004509,0.06,nc,nc72764881,2017-02-18T06:14:02.660Z,"3km SE of The Geysers, California",earthquake,0.62,1.3,,1,reviewed,nc,nc
2017-02-16T15:05:20.970Z,19.3733333,-155.2845,2.832,0.69,md,14,108,0.01339,0.06,hv,hv61609061,2017-02-17T01:22:55.180Z,"8km SW of Volcano, Hawaii",earthquake,0.25,0.33,0.176,6,reviewed,hv,hv
2017-02-16T15:01:51.997Z,39.2271,-120.0889,9.1,-0.2,ml,7,125.57,0.077,0.1254,nn,nn00578816,2017-02-16T22:20:37.430Z,"3km WSW of Tahoe Vista, California",earthquake,,3.2,0,1,reviewed,nn,nn
2017-02-16T14:41:41.920Z,32.6793333,-115.6641667,7.26,1.13,ml,14,217,0.06041,0.19,ci,ci37584895,2017-02-16T15:31:49.292Z,"13km NW of Progreso, B.C., MX",earthquake,0.69,0.53,0.276,7,reviewed,ci,ci
2017-02-16T14:31:50.470Z,38.8235016,-122.856163,2.18,0.44,md,8,83,0.004075,0.02,nc,nc72764876,2017-02-16T14:48:02.667Z,"10km WNW of The Geysers, California",earthquake,0.41,1,0.15,2,automatic,nc,nc
2017-02-16T14:25:05.980Z,19.5263329,-155.276001,23.24,1.89,md,49,63,0.06582,0.16,hv,hv61609046,2017-02-16T14:28:17.510Z,"11km NNW of Volcano, Hawaii",earthquake,0.3,0.61,0.2,14,automatic,hv,hv
2017-02-16T14:17:36.070Z,38.7953339,-122.7728348,-0.04,0.73,md,5,185,0.01198,0.01,nc,nc72764871,2017-02-16T14:34:02.653Z,"2km NW of The Geysers, California",earthquake,0.56,2.11,,1,automatic,nc,nc
2017-02-16T14:15:48.610Z,46.1645,-122.3155,6.41,0.76,ml,9,217,0.0404,0.24,uw,uw61250591,2017-02-16T19:06:21.990Z,"30km NNE of Amboy, Washington",earthquake,0.87,1.62,0.089,5,reviewed,uw,uw
2017-02-16T14:09:35.970Z,19.2113333,-155.4275,33.361,1.78,md,52,136,0.03849,0.1,hv,hv61609026,2017-02-16T21:23:54.560Z,"5km E of Pahala, Hawaii",earthquake,0.46,0.89,0.096,23,reviewed,hv,hv
2017-02-16T14:00:03.790Z,19.3415,-155.0435,2.148,1.15,md,30,190,0.06755,0.17,hv,hv61609021,2017-02-16T20:42:18.880Z,"19km SW of Leilani Estates, Hawaii",earthquake,0.54,1.26,0.184,16,reviewed,hv,hv
2017-02-16T13:55:42.216Z,36.6978,-116.3198,8.4,0.2,ml,14,75.85,0.055,0.1054,nn,nn00578734,2017-02-17T02:35:11.849Z,"45km ESE of Beatty, Nevada",earthquake,,1.2,0.24,8,reviewed,nn,nn
2017-02-16T13:42:01.460Z,37.1498,-97.8154,5,2.7,mb_lg,,61,0.045,0.39,us,us20008k7x,2017-02-18T06:01:06.760Z,"19km E of Anthony, Kansas",earthquake,1.2,1.7,0.109,22,reviewed,us,us
2017-02-16T13:41:50.800Z,36.71,-116.1391,2.2,-0.1,ml,7,108.44,0.014,0.0785,nn,nn00578812,2017-02-17T02:35:49.032Z,"57km NNW of Pahrump, Nevada",earthquake,,1.8,0.1,3,reviewed,nn,nn
2017-02-16T13:37:02.690Z,36.0371667,-117.7738333,1.73,0.82,ml,11,191,0.01381,0.11,ci,ci37584887,2017-02-16T15:44:58.914Z,"16km E of Coso Junction, CA",earthquake,0.39,0.21,0.206,4,reviewed,ci,ci
2017-02-16T13:33:42.450Z,14.4957,-90.5518,197.27,4.9,mb,,122,1.107,1.13,us,us20008k7u,2017-02-16T13:50:57.040Z,"0km S of Petapa, Guatemala",earthquake,7.7,7.3,0.065,74,reviewed,us,us
2017-02-16T13:33:08.090Z,37.7489,-115.125,0,1.6,ml,10,77.74,0.348,0.1966,nn,nn00578730,2017-02-17T02:35:09.359Z,"42km N of Alamo, Nevada",earthquake,,0,0.21,4,reviewed,nn,nn
2017-02-16T13:29:08.350Z,38.8231667,-122.8063333,2.77,1.33,md,35,57,0.002931,0.04,nc,nc72764866,2017-02-17T21:53:02.573Z,"6km NW of The Geysers, California",earthquake,0.17,0.25,0.205,10,reviewed,nc,nc
2017-02-16T13:25:58.760Z,37.6098333,-119.0133333,0.4,0.53,md,12,164,0.006984,0.09,nc,nc72764861,2017-02-16T18:32:02.057Z,"5km SW of Mammoth Lakes, California",earthquake,0.29,0.5,0.351,10,reviewed,nc,nc
2017-02-16T13:19:06.990Z,37.6501667,-119.0215,-1.26,0.66,md,8,126,0.009431,0.04,nc,nc72764856,2017-02-16T18:23:02.029Z,"4km W of Mammoth Lakes, California",earthquake,0.2,0.19,0.078,3,reviewed,nc,nc
2017-02-16T13:15:27.760Z,33.8526667,-117.0793333,7.25,0.73,ml,17,138,0.0787,0.17,ci,ci37584879,2017-02-16T14:27:11.824Z,"8km NE of Nuevo, CA",earthquake,0.53,0.81,0.218,15,reviewed,ci,ci
2017-02-16T13:11:42.840Z,37.65,-119.0245,-1.3,0.06,md,8,132,0.007961,0.04,nc,nc71105789,2017-02-16T18:00:02.992Z,"4km W of Mammoth Lakes, California",earthquake,0.38,0.15,0.479,5,reviewed,nc,nc
2017-02-16T13:11:33.560Z,37.6483333,-119.0248333,-1.3,0.73,md,8,125,0.006386,0.03,nc,nc72764851,2017-02-16T18:11:03.012Z,"4km W of Mammoth Lakes, California",earthquake,0.37,0.15,0.641,5,reviewed,nc,nc
2017-02-16T13:09:37.300Z,37.6463333,-119.0283333,-1.81,0.71,md,6,123,0.003458,0.05,nc,nc72764846,2017-02-16T17:39:03.967Z,"4km W of Mammoth Lakes, California",earthquake,0.26,0.29,0.107,3,reviewed,nc,nc
2017-02-16T13:00:42.070Z,61.5149,-149.8835,36.1,1.5,ml,,,,0.23,ak,ak15278603,2017-02-16T13:06:04.389Z,"3km E of Big Lake, Alaska",earthquake,,2,,,automatic,ak,ak
2017-02-16T12:57:31.349Z,51.6287,-168.2986,142.3,2.8,ml,,,,0.95,ak,ak15278602,2017-02-16T19:33:31.357Z,"150km SSE of Nikolski, Alaska",earthquake,,14.7,,,reviewed,ak,ak
2017-02-16T12:51:55.060Z,18.7828,-69.3977,105.91,4.6,mb,,113,0.586,0.89,us,us20008k7r,2017-02-16T20:32:43.407Z,"7km E of El Puerto, Dominican Republic",earthquake,3.9,7.8,0.07,61,reviewed,us,us
2017-02-16T12:49:27.258Z,63.2166,-149.2917,10.9,1.3,ml,,,,0.43,ak,ak15278600,2017-02-16T12:56:31.603Z,"25km SW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-16T12:49:19.780Z,33.6758333,-117.4078333,13.34,1.84,ml,74,42,0.03071,0.17,ci,ci37584871,2017-02-16T14:27:45.900Z,"7km NW of Lakeland Village, CA",earthquake,0.23,0.41,0.157,26,reviewed,ci,ci
2017-02-16T12:48:29.437Z,38.3782,-118.9137,8.2,1.7,ml,14,58.15,0.332,0.1565,nn,nn00578727,2017-02-17T02:35:05.499Z,"30km WSW of Hawthorne, Nevada",earthquake,,1.6,0.39,5,reviewed,nn,nn
2017-02-16T12:45:27.650Z,43.91,-110.9301667,7.47,1.27,ml,13,115,0.015,0.16,mb,mb80199569,2017-02-16T15:54:54.490Z,"25km NE of Driggs, Idaho",earthquake,0.52,0.6,0.33,9,reviewed,mb,mb
2017-02-16T12:30:49.550Z,32.2235,-115.2303333,15.33,2.07,ml,16,193,0.1529,0.18,ci,ci37584863,2017-02-16T15:29:01.720Z,"6km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.49,0.8,0.214,20,reviewed,ci,ci
2017-02-16T12:23:22.660Z,47.6061667,-114.0298333,7.69,-0.06,md,5,165,0.099,0.18,mb,mb80199579,2017-02-16T15:47:46.310Z,"6km E of Pablo, Montana",earthquake,0.8,2.22,0.062,2,reviewed,mb,mb
2017-02-16T12:21:45.170Z,34.2,-117.5013333,4.46,0.39,ml,12,84,0.007363,0.12,ci,ci37584855,2017-02-16T15:36:21.836Z,"7km S of Lytle Creek, CA",earthquake,0.28,0.45,0.057,3,reviewed,ci,ci
2017-02-16T12:10:00.670Z,-20.6938,-178.5661,586.96,5.1,mb,,85,4.337,0.94,us,us20008k6s,2017-02-16T17:28:49.040Z,"14km ESE of Ndoi Island, Fiji",earthquake,10.9,8.6,0.082,48,reviewed,us,us
2017-02-16T12:08:05.670Z,38.7648315,-122.7154999,1.46,0.78,md,6,137,0.008531,0.01,nc,nc72764821,2017-02-16T12:24:01.374Z,"3km ESE of The Geysers, California",earthquake,0.49,0.61,0.25,2,automatic,nc,nc
2017-02-16T12:02:36.350Z,33.2256667,-116.7281667,10.91,0.42,ml,16,73,0.02763,0.15,ci,ci37584847,2017-02-16T14:27:33.064Z,"4km ESE of Lake Henshaw, CA",earthquake,0.42,0.5,0.124,5,reviewed,ci,ci
2017-02-16T11:56:52.415Z,38.4055,-118.9169,13.8,1,ml,8,83.9,0.358,0.1429,nn,nn00578806,2017-02-17T02:35:47.106Z,"28km WSW of Hawthorne, Nevada",earthquake,,9.5,0,1,reviewed,nn,nn
2017-02-16T11:42:01.209Z,55.092,-160.5491,5,3.7,ml,,,,0.56,ak,ak15278136,2017-02-16T19:18:58.753Z,"27km S of Sand Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-02-16T11:35:52.640Z,35.8051667,-118.0586667,4.11,0.55,ml,13,146,0.1293,0.07,ci,ci37584839,2017-02-16T14:27:29.380Z,"20km SW of Little Lake, CA",earthquake,0.29,0.7,0.118,8,reviewed,ci,ci
2017-02-16T11:29:58.460Z,45.3093333,-112.7016667,3.49,0.64,ml,5,174,0.091,0.11,mb,mb80199584,2017-02-16T16:10:39.470Z,"11km NNW of Dillon, Montana",earthquake,0.63,0.92,0.493,2,reviewed,mb,mb
2017-02-16T11:26:22.770Z,35.2001667,-117.2766667,3.12,1.37,ml,19,81,0.1892,0.17,ci,ci37584831,2017-02-16T14:27:48.338Z,"38km ESE of Johannesburg, CA",earthquake,0.39,1.23,0.181,19,reviewed,ci,ci
2017-02-16T11:17:23.810Z,48.9196667,-115.969,10.11,2.21,ml,10,202,0.635,0.23,mb,mb80199559,2017-02-16T15:40:34.130Z,"35km NE of Bonners Ferry, Idaho",earthquake,2.61,0.99,0.264,5,reviewed,mb,mb
2017-02-16T11:10:14.420Z,37.6038333,-119.0131667,1.95,0.2,md,10,178,0.01103,0.06,nc,nc72764811,2017-02-16T17:29:01.942Z,"6km SW of Mammoth Lakes, California",earthquake,0.41,0.73,0.25,8,reviewed,nc,nc
2017-02-16T10:56:11.979Z,40.0806,-119.7317,10.7,0.9,ml,4,257.98,0.154,0.1048,nn,nn00578803,2017-02-17T02:35:45.431Z,"47km N of Spanish Springs, Nevada",earthquake,,5.7,0.22,2,reviewed,nn,nn
2017-02-16T10:53:18.410Z,38.7866669,-122.7736664,3.32,1.09,md,12,131,0.0129,0.03,nc,nc72764801,2017-02-16T11:10:03.248Z,"1km NW of The Geysers, California",earthquake,0.49,0.6,0.19,4,automatic,nc,nc
2017-02-16T10:52:20.739Z,58.3266,-137.0997,0,2.3,ml,,,,1.01,ak,ak15278131,2017-02-16T11:04:56.567Z,"80km W of Gustavus, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-16T10:51:24.382Z,63.2605,-152.4125,9.6,1.6,ml,,,,0.32,ak,ak15278129,2017-02-16T11:10:05.107Z,"157km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-16T10:38:16.529Z,63.8017,-147.9592,16.2,1.4,ml,,,,0.47,ak,ak15278128,2017-02-16T10:41:59.878Z,"49km E of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-16T10:36:08.570Z,-7.1634,-80.64,40.17,4.8,mb,,123,2.858,0.82,us,us20008k68,2017-02-16T13:57:42.678Z,"85km WSW of Pimentel, Peru",earthquake,8.8,4.8,0.047,141,reviewed,us,us
2017-02-16T10:16:00.010Z,37.474,-118.8396667,5.29,0.6,md,5,302,0.1161,0.02,nc,nc72764791,2017-02-16T17:19:02.937Z,"22km SSE of Mammoth Lakes, California",earthquake,1.9,4.26,0.17,6,reviewed,nc,nc
2017-02-16T10:02:22.260Z,33.4975,-116.7895,5.98,0.18,ml,28,38,0.08054,0.12,ci,ci37584823,2017-02-16T15:25:42.934Z,"9km NE of Aguanga, CA",earthquake,0.16,0.51,0.076,7,reviewed,ci,ci
2017-02-16T09:55:06.890Z,34.0333333,-117.2401667,16.99,1.7,ml,75,27,0.08705,0.18,ci,ci37584815,2017-02-16T14:28:53.810Z,"3km SE of Loma Linda, CA",earthquake,0.21,0.41,0.193,27,reviewed,ci,ci
2017-02-16T09:44:14.220Z,33.7853333,-120.0411667,16.12,2,ml,12,257,0.1955,0.14,ci,ci37584807,2017-02-16T15:41:56.248Z,"19km SSE of Santa Rosa Is., CA",earthquake,0.62,0.84,0.196,13,reviewed,ci,ci
2017-02-16T09:26:06.454Z,64.7814,-148.1054,14.2,0.5,ml,,,,0.69,ak,ak15278124,2017-02-16T09:35:09.057Z,"8km SSW of Ester, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-16T09:21:16.050Z,38.8106667,-122.8138333,1.29,0.67,md,16,99,0.01304,0.03,nc,nc72764771,2017-02-16T23:25:02.611Z,"6km NW of The Geysers, California",earthquake,0.18,0.24,0.089,4,reviewed,nc,nc
2017-02-16T08:51:35.900Z,33.9283333,-116.8843333,8.77,0.63,ml,21,107,0.119,0.2,ci,ci37584799,2017-02-16T14:28:07.591Z,"1km WNW of Banning, CA",earthquake,0.41,1.28,0.154,19,reviewed,ci,ci
2017-02-16T08:48:03.250Z,37.6018333,-119.0151667,1.86,0.1,md,9,183,0.01197,0.05,nc,nc72764766,2017-02-16T17:07:01.904Z,"6km SW of Mammoth Lakes, California",earthquake,0.46,0.89,0.186,7,reviewed,nc,nc
2017-02-16T08:46:49.324Z,38.3854,-118.9156,5.1,1.1,ml,10,140.03,0.339,0.1513,nn,nn00578797,2017-02-17T02:35:42.251Z,"29km WSW of Hawthorne, Nevada",earthquake,,8.4,0.13,2,reviewed,nn,nn
2017-02-16T08:29:29.540Z,19.4061667,-155.2836667,30.695,1.48,md,15,70,0.01634,0.11,hv,hv61608531,2017-02-16T20:26:28.350Z,"5km WSW of Volcano, Hawaii",earthquake,1.01,1.32,0.023,7,reviewed,hv,hv
2017-02-16T08:28:11.060Z,36.963,-121.3601667,6.36,1.34,md,27,64,0.03978,0.05,nc,nc72764751,2017-02-17T21:30:03.531Z,"12km NNE of Hollister, California",earthquake,0.21,0.52,0.201,23,reviewed,nc,nc
2017-02-16T08:28:02.686Z,64.2664,-149.8463,16.7,1.2,ml,,,,0.25,ak,ak15277675,2017-02-16T08:37:08.338Z,"49km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-16T08:22:42.490Z,36.2503333,-89.5593333,4.59,2.5,md,48,41,0.03947,0.15,nm,nm60176111,2017-02-16T18:34:30.742Z,"6km WSW of Ridgely, Tennessee",earthquake,0.22,0.27,0.094,33,reviewed,nm,nm
2017-02-16T08:17:34.830Z,33.4946667,-116.4021667,13.79,0.5,ml,15,123,0.03475,0.15,ci,ci37584791,2017-02-16T14:28:22.890Z,"21km SSW of La Quinta, CA",earthquake,0.41,0.83,0.132,7,reviewed,ci,ci
2017-02-16T08:08:28.980Z,36.4362,-98.7272,5,2.5,mb_lg,,65,0.043,0.4,us,us20008k5i,2017-02-16T16:19:37.931Z,"28km NW of Fairview, Oklahoma",earthquake,1.9,2,0.147,12,reviewed,us,us
2017-02-16T07:58:36.313Z,36.7078,-116.3304,8.3,0,ml,8,251.83,0.063,0.0843,nn,nn00578790,2017-02-17T02:35:38.979Z,"44km ESE of Beatty, Nevada",earthquake,,2.2,0,1,reviewed,nn,nn
2017-02-16T07:51:25.800Z,33.9715,-116.817,17.7,0.75,ml,16,96,0.1385,0.19,ci,ci37584783,2017-02-16T14:28:25.113Z,"7km NNW of Cabazon, CA",earthquake,0.6,1.13,0.196,21,reviewed,ci,ci
2017-02-16T07:49:44.575Z,36.7011,-116.3191,8.3,-0.1,ml,16,75.39,0.058,0.1218,nn,nn00578723,2017-02-17T02:35:03.155Z,"45km ESE of Beatty, Nevada",earthquake,,1.2,0.3,5,reviewed,nn,nn
2017-02-16T07:48:16.051Z,62.3922,-149.3822,6.9,1.9,ml,,,,0.69,ak,ak15277669,2017-02-16T08:07:36.102Z,"35km NE of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-16T07:39:23.551Z,38.3659,-115.9066,8.1,1.1,ml,5,222.44,0.253,0.147,nn,nn00578786,2017-02-17T02:35:29.701Z,"44km ENE of Warm Springs, Nevada",earthquake,,2.1,0.36,2,reviewed,nn,nn
2017-02-16T07:34:01.410Z,38.8093338,-122.8261642,1.84,0.64,md,9,140,0.0024,0.01,nc,nc72764746,2017-02-16T07:52:02.743Z,"7km WNW of The Geysers, California",earthquake,0.45,0.64,0.24,3,automatic,nc,nc
2017-02-16T07:30:19.702Z,57.5281,-156.9429,116.2,3.8,ml,,,,0.89,ak,ak15277651,2017-02-16T07:52:11.173Z,"130km S of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-16T07:26:22.635Z,62.7776,-149.2997,74.5,1.8,ml,,,,0.17,ak,ak15277649,2017-02-16T07:36:45.361Z,"65km NE of Talkeetna, Alaska",earthquake,,2,,,automatic,ak,ak
2017-02-16T07:25:21.620Z,36.7063,-116.3243,7.5,0,ml,11,102.98,0.062,0.1254,nn,nn00578784,2017-02-17T02:35:27.753Z,"44km ESE of Beatty, Nevada",earthquake,,2.2,0.11,2,reviewed,nn,nn
2017-02-16T07:23:36.470Z,19.4243333,-155.6095,2.972,0.62,md,10,94,0.02744,0.12,hv,hv61608441,2017-02-16T20:54:26.860Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.57,0.094,5,reviewed,hv,hv
2017-02-16T07:22:59.860Z,37.7541,-116.0925,0,0.7,ml,6,312.59,0.535,0.1339,nn,nn00578841,2017-02-17T02:36:45.810Z,"54km SSE of Warm Springs, Nevada",earthquake,,0,0.2,4,reviewed,nn,nn
2017-02-16T07:19:00.500Z,19.555,-64.8385,60,3.5,Md,7,302.4,1.59900121,0.31,pr,pr17047000,2017-02-16T07:44:17.479Z,"128km N of Road Town, British Virgin Islands",earthquake,5.1,19.9,0,6,reviewed,pr,pr
2017-02-16T07:09:33.362Z,36.5857,-116.2578,0,-0.2,ml,7,139.04,0.088,0.1467,nn,nn00578838,2017-02-17T02:36:43.477Z,"48km NNW of Pahrump, Nevada",earthquake,,0,0.09,2,reviewed,nn,nn
2017-02-16T07:02:05.550Z,-30.1647,-72.0713,10,5.2,mwr,,89,0.762,1.13,us,us20008k59,2017-02-16T19:29:48.107Z,"73km WSW of Coquimbo, Chile",earthquake,4.6,1.8,0.037,70,reviewed,us,us
2017-02-16T06:57:50.930Z,38.8351667,-122.7845,1.79,1.2,md,32,65,0.005596,0.03,nc,nc72764741,2017-02-17T21:08:01.482Z,"5km WNW of Cobb, California",earthquake,0.13,0.17,0.24,11,reviewed,nc,nc
2017-02-16T06:55:10.270Z,45.3065,-112.6923333,3.91,1.38,ml,8,172,0.088,0.12,mb,mb80199544,2017-02-16T15:31:54.770Z,"10km NNW of Dillon, Montana",earthquake,0.61,2.2,0.431,4,reviewed,mb,mb
2017-02-16T06:50:21.180Z,19.1865,-155.5461667,6.983,1.3,md,37,99,0.07601,0.19,hv,hv61608431,2017-02-16T21:34:36.840Z,"7km WSW of Pahala, Hawaii",earthquake,0.49,1.45,0.131,19,reviewed,hv,hv
2017-02-16T06:43:49.898Z,39.3438,-120.0001,6.5,0.4,ml,6,133.19,0.058,0.1386,nn,nn00578827,2017-02-17T02:36:20.662Z,"10km NNW of Incline Village, Nevada",earthquake,,2.9,0.46,4,reviewed,nn,nn
2017-02-16T06:34:59.680Z,-21.9539,-68.4436,101.73,4.4,mb,,31,0.757,0.82,us,us20008k55,2017-02-16T08:50:38.040Z,"75km NE of Calama, Chile",earthquake,6.1,7.2,0.098,30,reviewed,us,us
2017-02-16T06:27:07.160Z,6.9515,125.4035,24.83,4.4,mb,,106,0.21,0.89,us,us20008kcd,2017-02-16T22:09:26.985Z,"2km SW of Baracatan, Philippines",earthquake,13.8,7.3,0.149,13,reviewed,us,us
2017-02-16T06:11:30.073Z,38.401,-118.9264,8.8,1.3,ml,14,75.27,0.138,0.2162,nn,nn00578721,2017-02-17T02:34:57.337Z,"29km WSW of Hawthorne, Nevada",earthquake,,1.6,0.01,2,reviewed,nn,nn
2017-02-16T06:10:40.960Z,61.5306,-147.8955,19.9,1.1,ml,,,,0.93,ak,ak15277203,2017-02-16T06:20:52.445Z,"56km E of Lazy Mountain, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-16T06:08:37.580Z,37.6436667,-118.9448333,4.09,0.16,md,10,110,0.02903,0.02,nc,nc72764721,2017-02-16T16:57:03.887Z,"2km ESE of Mammoth Lakes, California",earthquake,0.68,0.86,0.132,8,reviewed,nc,nc
2017-02-16T05:58:46.230Z,33.491,-116.7908333,4.56,1.14,ml,48,36,0.08664,0.17,ci,ci37584687,2017-02-16T14:29:02.090Z,"9km NE of Aguanga, CA",earthquake,0.17,0.41,0.123,26,reviewed,ci,ci
2017-02-16T05:57:18.697Z,63.2002,-147.7798,0.8,1.8,ml,,,,0.82,ak,ak15276761,2017-02-16T06:06:46.020Z,"62km ESE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-16T05:43:14.924Z,38.3951,-118.8874,7.7,0.8,ml,7,109.41,0.333,0.1851,nn,nn00578822,2017-02-17T02:36:11.861Z,"27km WSW of Hawthorne, Nevada",earthquake,,3.9,0,1,reviewed,nn,nn
2017-02-16T05:38:34.790Z,-17.8388,-13.7543,10,5,mb,,66,7.89,0.88,us,us20008k4y,2017-02-16T06:05:34.040Z,"Southern Mid-Atlantic Ridge",earthquake,11.4,1.9,0.066,73,reviewed,us,us
2017-02-16T05:38:10.500Z,19.5195,-64.846,50,3.4,Md,4,316.8,1.56396691,0.23,pr,pr17047003,2017-02-16T08:49:23.360Z,"124km N of Road Town, British Virgin Islands",earthquake,4.1,20.1,0,4,reviewed,pr,pr
2017-02-16T05:35:02.895Z,39.4911,-120.2739,10.4,0.1,ml,3,157.34,0.144,0.0615,nn,nn00578800,2017-02-17T02:35:43.890Z,"19km NNW of Truckee, California",earthquake,,8.8,0.25,2,reviewed,nn,nn
2017-02-16T05:24:43.920Z,41.4495,-112.4143333,1.12,1.8,ml,12,99,0.0581,0.11,uu,uu60184932,2017-02-16T17:53:47.540Z,"31km W of Perry, Utah",earthquake,0.47,4.97,0.151,5,reviewed,uu,uu
2017-02-16T05:22:33.560Z,36.7083,-116.3151,8.4,-0.2,ml,4,336.31,0.085,0.0692,nn,nn00578795,2017-02-17T02:35:40.478Z,"45km ESE of Beatty, Nevada",earthquake,,5.6,0.13,2,reviewed,nn,nn
2017-02-16T05:18:32.180Z,47.7393333,-120.202,1.57,1.11,ml,9,111,0.1257,0.05,uw,uw61250496,2017-02-16T18:43:08.570Z,"7km N of Entiat, Washington",earthquake,0.41,2.38,0.033,7,reviewed,uw,uw
2017-02-16T05:16:13.300Z,17.8419,-65.6041,50,2.5,Md,3,273.6,0.25781649,0.12,pr,pr17047002,2017-02-16T08:48:23.193Z,"31km SSW of Esperanza, Puerto Rico",earthquake,3.7,2.8,0,3,reviewed,pr,pr
2017-02-16T05:12:00.280Z,34.4626667,-117.9466667,9.45,0.5,ml,14,64,0.01548,0.14,ci,ci37584679,2017-02-16T15:21:41.597Z,"6km SW of Pearblossum, CA",earthquake,0.29,0.52,0.151,7,reviewed,ci,ci
2017-02-16T04:28:27.200Z,19.5631,-64.8079,50,3.6,Md,6,302.4,1.61786583,0.07,pr,pr17047004,2017-02-16T08:52:49.038Z,"128km N of Road Town, British Virgin Islands",earthquake,1.8,8.9,0,4,reviewed,pr,pr
2017-02-16T04:22:09.060Z,39.5508333,-122.9765,14.11,1.93,md,17,57,0.06557,0.03,nc,nc72764681,2017-02-17T00:52:02.400Z,"35km SE of Covelo, California",earthquake,0.24,0.38,0.179,17,reviewed,nc,nc
