time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-02-18T19:55:37.350Z,38.7970009,-122.7408371,1.64,0.79,md,10,72,0.01411,0.01,nc,nc72765366,2017-02-18T19:57:12.754Z,"2km NNE of The Geysers, California",earthquake,0.27,0.56,0.14,4,automatic,nc,nc
2017-02-18T19:54:43.654Z,61.8761,-149.9825,25,1.3,ml,,,,0.49,ak,ak15299776,2017-02-18T20:04:22.623Z,"14km NNE of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-18T19:52:14.870Z,33.4965,-116.4796667,11.27,0.7,ml,16,65,0.05247,0.2,ci,ci37585911,2017-02-18T19:55:51.021Z,"19km ESE of Anza, CA",earthquake,0.5,0.86,0.149,9,automatic,ci,ci
2017-02-18T19:47:08.500Z,37.855835,-122.2441635,5.29,2.46,md,51,31,0.01715,0.1,nc,nc72765361,2017-02-20T17:17:05.169Z,"3km SE of Berkeley, California",earthquake,0.16,0.24,0.11,44,automatic,nc,nc
2017-02-18T19:41:26.056Z,39.408,-119.9215,7.5,0.7,ml,9,89.2,0.123,0.1075,nn,nn00579032,2017-02-18T21:38:20.810Z,"11km S of Mogul, Nevada",earthquake,,2.1,0.83,4,reviewed,nn,nn
2017-02-18T19:30:48.870Z,33.4958333,-116.493,13.16,1.49,ml,51,73,0.06259,0.23,ci,ci37585903,2017-02-18T19:34:27.096Z,"18km ESE of Anza, CA",earthquake,0.24,0.44,0.154,28,automatic,ci,ci
2017-02-18T19:24:54.881Z,36.5824,-117.9741,0,0.9,ml,10,125.69,0.166,0.1785,nn,nn00579018,2017-02-18T20:45:25.308Z,"8km ESE of Lone Pine, California",earthquake,,0,0.18,3,reviewed,nn,nn
2017-02-18T19:20:35.908Z,59.1815,-135.0388,0.8,1.7,ml,,,,0.42,ak,ak15299769,2017-02-18T19:31:26.966Z,"23km ESE of Haines, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-18T19:15:23.008Z,65.514,-147.9295,13.5,1.4,ml,,,,0.39,ak,ak15299750,2017-02-18T19:24:50.901Z,"73km N of College, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-18T19:04:29.410Z,38.8274994,-122.8256683,1.43,0.33,md,7,88,0.008522,0.03,nc,nc72765356,2017-02-18T19:20:02.206Z,"8km W of Cobb, California",earthquake,0.45,0.87,0.03,2,automatic,nc,nc
2017-02-18T18:58:21.000Z,-22.116,-68.75,93.8,4.3,ml,,,,1.68,us,us20008kph,2017-02-18T19:34:40.040Z,"43km NNE of Calama, Chile",earthquake,5.6,6.5,,,reviewed,guc,guc
2017-02-18T18:55:48.352Z,60.1048,-152.787,95,1.4,ml,,,,0.25,ak,ak15299212,2017-02-18T19:06:31.158Z,"42km S of Redoubt Volcano, Alaska",earthquake,,2.3,,,automatic,ak,ak
2017-02-18T18:23:16.080Z,37.6393318,-118.8205032,1.65,1.09,md,7,182,0.01228,0.02,nc,nc72765351,2017-02-18T18:37:03.106Z,"13km E of Mammoth Lakes, California",earthquake,1.22,1.04,0.19,7,automatic,nc,nc
2017-02-18T18:17:25.881Z,60.5058,-141.0004,4.1,1.5,ml,,,,0.76,ak,ak15299207,2017-02-18T18:33:36.296Z,"93km ENE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-18T18:15:16.690Z,36.8571,-116.2518,11.6,0,ml,12,77.34,0.168,0.1412,nn,nn00579031,2017-02-18T21:28:55.464Z,"45km E of Beatty, Nevada",earthquake,,3.4,0.32,2,reviewed,nn,nn
2017-02-18T17:13:18.891Z,61.363,-150.1699,35.1,1.5,ml,,,,0.84,ak,ak15298640,2017-02-18T17:24:18.872Z,"21km NW of Anchorage, Alaska",earthquake,,1.9,,,automatic,ak,ak
2017-02-18T17:02:16.610Z,-24.275,-66.9537,165.4,4.4,mb,,88,2.443,1.17,us,us20008kp7,2017-02-18T19:25:56.040Z,"64km W of San Antonio de los Cobres, Argentina",earthquake,5.7,21.7,0.309,3,reviewed,us,us
2017-02-18T16:55:03.688Z,60.2417,-151.1209,62.2,1.1,ml,,,,0.12,ak,ak15298633,2017-02-19T01:17:47.073Z,"17km SE of Cohoe, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-02-18T16:49:38.480Z,32.61,-115.3153333,12.85,2.05,ml,14,157,0.1113,0.21,ci,ci37585767,2017-02-18T16:53:16.254Z,"6km NE of Puebla, B.C., MX",earthquake,0.78,1.56,0.177,24,automatic,ci,ci
2017-02-18T16:43:49.250Z,32.6196667,-115.3178333,13.8,1.87,ml,15,156,0.1077,0.2,ci,ci37585759,2017-02-18T16:47:29.002Z,"7km NNE of Puebla, B.C., MX",earthquake,0.87,1.26,0.238,20,automatic,ci,ci
2017-02-18T16:24:38.446Z,36.3992,-117.0798,0,0.3,ml,10,216.32,0.353,0.1233,nn,nn00579010,2017-02-18T17:43:40.515Z,"63km SSW of Beatty, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2017-02-18T16:08:38.690Z,38.7980003,-122.8083344,1.71,1.31,md,8,175,0.01424,0.02,nc,nc72765331,2017-02-18T16:24:02.810Z,"5km WNW of The Geysers, California",earthquake,0.62,0.57,0.54,3,automatic,nc,nc
2017-02-18T16:03:10.152Z,38.4119,-118.9048,4.8,1,ml,9,94.22,0.118,0.1911,nn,nn00579009,2017-02-18T17:34:10.228Z,"27km WSW of Hawthorne, Nevada",earthquake,,4.2,0.15,2,reviewed,nn,nn
2017-02-18T16:01:55.296Z,64.7859,-147.7477,9.7,0.4,ml,,,,0.41,ak,ak15298087,2017-02-18T16:15:36.717Z,"5km SSW of Fairbanks, Alaska",earthquake,,1,,,automatic,ak,ak
2017-02-18T15:41:31.643Z,38.3798,-118.9018,9.3,1.2,ml,6,123.49,0.331,0.0593,nn,nn00579008,2017-02-18T17:27:55.536Z,"29km WSW of Hawthorne, Nevada",earthquake,,21.6,0.15,2,reviewed,nn,nn
2017-02-18T15:25:37.393Z,60.2165,-152.6332,101.5,1.6,ml,,,,0.75,ak,ak15297563,2017-02-18T15:34:57.804Z,"30km SSE of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-02-18T14:57:21.079Z,61.3274,-150.4718,21.5,0.8,ml,,,,0.89,ak,ak15297547,2017-02-19T01:10:30.656Z,"32km WNW of Anchorage, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-02-18T14:56:23.829Z,38.2466,-118.7183,10.7,0.6,ml,5,186.93,0.168,0.0108,nn,nn00579005,2017-02-18T17:15:27.876Z,"31km SSW of Hawthorne, Nevada",earthquake,,13.2,0.28,2,reviewed,nn,nn
2017-02-18T14:45:59.155Z,63.1709,-150.462,118.2,2,ml,,,,0.48,ak,ak15297542,2017-02-18T15:00:56.983Z,"79km WSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-18T14:40:39.920Z,50.8709,-124.3,17.13,4,mb,,64,1.558,1.15,us,us20008knu,2017-02-20T02:10:11.676Z,"114km N of Powell River, Canada",earthquake,3.3,6.6,0.366,2,reviewed,us,us
2017-02-18T14:38:18.520Z,39.3979988,-120.2603302,2.15,1.89,md,8,72,0.3126,0.04,nc,nc72765326,2017-02-18T14:52:03.600Z,"10km NW of Truckee, California",earthquake,0.34,3.76,0.09,4,automatic,nc,nc
2017-02-18T14:29:26.869Z,38.5153,-118.5146,11.1,0.4,ml,4,178.61,0.113,0.0363,nn,nn00579003,2017-02-18T16:57:01.080Z,"9km E of Hawthorne, Nevada",earthquake,,7.8,0.34,2,reviewed,nn,nn
2017-02-18T14:24:18.000Z,18.3173,-64.9825,4,3,Md,8,241.2,0.28476595,0.44,pr,pr17049005,2017-02-18T16:50:54.114Z,"6km WSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.4,1.2,0,5,reviewed,pr,pr
2017-02-18T14:19:09.162Z,38.6669,-118.5465,9.3,0.5,ml,8,86.47,0.043,0.1413,nn,nn00579002,2017-02-19T02:35:50.511Z,"17km NNE of Hawthorne, Nevada",earthquake,,1.7,0,1,reviewed,nn,nn
2017-02-18T14:14:08.331Z,37.0732,-114.0697,12.3,0.7,ml,7,144.3,0.139,0.2294,nn,nn00579001,2017-02-19T02:35:48.634Z,"22km NNW of Beaver Dam, Arizona",earthquake,,6.4,0.55,3,reviewed,nn,nn
2017-02-18T14:10:28.950Z,33.9355,-116.8115,5.58,0.99,ml,32,51,0.03147,0.17,ci,ci37585743,2017-02-18T14:14:04.304Z,"3km NW of Cabazon, CA",earthquake,0.26,0.64,0.14,28,automatic,ci,ci
2017-02-18T14:04:49.428Z,39.0416,-118.8152,10.6,1.3,ml,7,96.51,0.336,0.0838,nn,nn00579000,2017-02-19T02:35:45.710Z,"30km ENE of Yerington, Nevada",earthquake,,8,0,1,reviewed,nn,nn
2017-02-18T13:43:13.027Z,36.6922,-116.3167,9.2,0.1,ml,15,77.31,0.05,0.1348,nn,nn00578986,2017-02-19T02:35:18.606Z,"46km ESE of Beatty, Nevada",earthquake,,1.5,0.39,7,reviewed,nn,nn
2017-02-18T13:41:12.701Z,60.0126,-153.1033,134.5,2.6,ml,,,,0.46,ak,ak15297010,2017-02-18T14:05:04.162Z,"56km SSW of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-18T13:33:02.368Z,39.228,-120.1041,6.9,1.2,ml,9,95.45,0.084,0.133,nn,nn00578999,2017-02-19T02:35:43.988Z,"4km WSW of Tahoe Vista, California",earthquake,,2.6,0.93,2,reviewed,nn,nn
2017-02-18T13:10:25.090Z,33.9346667,-116.8171667,5.94,1.8,ml,72,24,0.03452,0.16,ci,ci37585583,2017-02-18T13:20:56.260Z,"3km NW of Cabazon, CA",earthquake,0.15,0.51,0.157,25,automatic,ci,ci
2017-02-18T12:57:14.317Z,38.3726,-118.8992,13.2,1.1,ml,9,72.74,0.323,0.145,nn,nn00578998,2017-02-19T02:35:41.999Z,"29km SW of Hawthorne, Nevada",earthquake,,12.5,0.02,2,reviewed,nn,nn
2017-02-18T12:43:33.130Z,-23.9819,-66.7748,197.78,4.6,mb,,68,2.39,0.93,us,us20008knf,2017-02-18T13:35:28.040Z,"53km WNW of San Antonio de los Cobres, Argentina",earthquake,8.9,7.6,0.103,28,reviewed,us,us
2017-02-18T12:10:15.400Z,-23.92,-66.6885,200.59,6.3,mww,,38,2.423,1.04,us,us20008kn8,2017-02-18T19:00:41.040Z,"50km NW of San Antonio de los Cobres, Argentina",earthquake,7.6,5.3,,,reviewed,us,us
2017-02-18T11:33:40.560Z,38.8098335,-122.8093338,3.01,0.8,md,10,133,0.01112,0.01,nc,nc72765306,2017-02-18T11:53:03.153Z,"5km NW of The Geysers, California",earthquake,0.49,1.02,0.07,3,automatic,nc,nc
2017-02-18T11:25:36.100Z,38.8276672,-122.8603363,0.83,0.33,md,7,206,0.01391,0.05,nc,nc72765301,2017-02-18T11:41:02.133Z,"10km WNW of The Geysers, California",earthquake,0.96,0.75,0.04,2,automatic,nc,nc
2017-02-18T11:22:38.839Z,67.6325,-162.7404,23.1,2.7,ml,,,,0.91,ak,ak15295967,2017-02-18T11:42:30.962Z,"11km NE of Noatak, Alaska",earthquake,,1.5,,,automatic,ak,ak
2017-02-18T11:02:22.438Z,59.8565,-152.3404,65.7,1.8,ml,,,,0.59,ak,ak15295964,2017-02-18T11:12:47.085Z,"29km WNW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-18T10:55:33.820Z,46.9791667,-114.2428333,6.84,1.33,md,16,108,0.147,0.13,mb,mb80199744,2017-02-18T15:03:01.730Z,"4km SSW of Frenchtown, Montana",earthquake,0.4,2.11,0.108,15,reviewed,mb,mb
2017-02-18T10:43:05.620Z,37.6290016,-118.8973312,2.61,2.15,md,22,96,0.02208,0.03,nc,nc72765296,2017-02-18T10:47:02.033Z,"6km ESE of Mammoth Lakes, California",earthquake,0.25,0.42,0.24,19,automatic,nc,nc
2017-02-18T10:32:52.145Z,64.3629,-149.3545,15.1,0.3,ml,,,,0.47,ak,ak15295962,2017-02-19T00:31:16.916Z,"26km SSW of North Nenana, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-02-18T10:29:30.413Z,59.0055,-152.1971,75.1,1.8,ml,,,,0.47,ak,ak15295960,2017-02-18T10:40:53.307Z,"79km SSW of Homer, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-02-18T10:04:51.280Z,63.2111,-145.0621,7.8,1.1,ml,,,,0.2,ak,ak15295453,2017-02-18T10:14:05.060Z,"74km S of Deltana, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-02-18T09:46:14.240Z,60.3798,-147.9443,17.2,1.9,ml,,,,0.46,ak,ak15295446,2017-02-18T09:55:25.931Z,"59km SE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-18T09:43:56.282Z,65.0434,-151.0268,12.1,1.1,ml,,,,0.57,ak,ak15295444,2017-02-18T10:01:27.012Z,"19km WNW of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-18T09:34:16.460Z,34.2478333,-119.641,0.64,2.71,ml,25,75,0.1832,0.26,ci,ci37585551,2017-02-19T03:48:30.213Z,"20km SSE of Santa Barbara, CA",earthquake,0.47,31.61,0.177,27,automatic,ci,ci
2017-02-18T09:24:29.326Z,65.3151,-149.0823,12.4,0.8,ml,,,,0.73,ak,ak15294941,2017-02-18T09:33:30.321Z,"72km NW of Ester, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-02-18T09:10:27.355Z,38.3722,-118.9163,8,1.7,ml,16,55.59,0.146,0.161,nn,nn00578971,2017-02-19T02:35:14.089Z,"30km WSW of Hawthorne, Nevada",earthquake,,1.5,0.76,5,reviewed,nn,nn
2017-02-18T09:05:21.387Z,40.1645,-121.0418,10.9,1.3,ml,5,285.56,0.169,0.1515,nn,nn00578975,2017-02-19T02:35:15.822Z,"8km WNW of Greenville, California",earthquake,,2.7,0.4,4,reviewed,nn,nn
2017-02-18T09:03:08.533Z,61.8346,-149.6997,40.7,1.4,ml,,,,0.49,ak,ak15294939,2017-02-18T09:08:13.394Z,"20km ENE of Willow, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-02-18T08:45:36.640Z,37.3864,-117.1681,7.6,0.7,ml,9,193.44,0.41,0.1264,nn,nn00578997,2017-02-19T02:35:40.088Z,"36km S of Goldfield, Nevada",earthquake,,16.1,0.24,3,reviewed,nn,nn
2017-02-18T08:19:16.473Z,38.3857,-118.9129,10.9,1.3,ml,7,74.47,0.339,0.0758,nn,nn00578996,2017-02-19T02:35:37.690Z,"29km WSW of Hawthorne, Nevada",earthquake,,16.6,0.06,2,reviewed,nn,nn
2017-02-18T08:13:45.810Z,36.9031677,-121.3688354,8.55,1.47,md,9,126,0.02666,0.04,nc,nc72765281,2017-02-18T08:31:01.710Z,"6km NNE of Hollister, California",earthquake,0.79,0.67,0.47,8,automatic,nc,nc
2017-02-18T08:12:28.730Z,62.9283,-148.7554,86.8,1.7,ml,,,,0.53,ak,ak15294429,2017-02-18T08:17:17.926Z,"52km S of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-02-18T07:42:59.605Z,60.6764,-151.6042,20,1.4,ml,,,,0.29,ak,ak15294423,2017-02-18T07:53:10.698Z,"17km W of Nikiski, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-02-18T07:23:39.900Z,33.9261667,-118.8788333,8.4,1.86,ml,16,189,0.1455,0.31,ci,ci37585543,2017-02-18T07:27:25.547Z,"11km SW of Malibu, CA",earthquake,1.35,2.82,0.155,35,automatic,ci,ci
2017-02-18T07:21:51.956Z,63.6234,-150.6922,8,0.4,ml,,,,0.17,ak,ak15294418,2017-02-18T10:21:16.089Z,"89km WSW of Healy, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-02-18T07:00:57.588Z,66.7203,-143.275,3.4,2.9,ml,,,,0.65,ak,ak15293905,2017-02-18T07:14:58.061Z,"90km ENE of Fort Yukon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-18T06:50:39.834Z,60.1248,-152.7736,113,3.3,ml,,,,0.61,ak,ak15293887,2017-02-18T07:08:54.189Z,"40km S of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-18T06:49:34.998Z,61.1653,-151.1512,57.3,2,ml,,,,0.67,ak,ak15293883,2017-02-18T07:01:32.801Z,"53km N of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-18T06:46:52.988Z,51.6945,-176.6708,74,2.1,ml,,,,0.17,ak,ak15293882,2017-02-18T10:08:03.678Z,"20km S of Adak, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-02-18T06:45:56.300Z,37.6288338,-118.8988342,2.49,1.21,md,12,111,0.004231,0.03,nc,nc72765271,2017-02-18T07:34:02.867Z,"6km ESE of Mammoth Lakes, California",earthquake,0.38,0.58,0.13,11,automatic,nc,nc
2017-02-18T06:37:39.170Z,40.3134995,-124.8446655,-0.03,,,18,274,0.4285,0.18,nc,nc72765266,2017-02-18T07:23:02.823Z,"57km WSW of Ferndale, California",earthquake,3.84,7.4,,,automatic,nc,nc
2017-02-18T06:23:14.990Z,34.1371667,-116.9015,8.15,1.8,ml,72,30,0.05202,0.15,ci,ci37585535,2017-02-18T06:34:39.810Z,"12km S of Big Bear Lake, CA",earthquake,0.18,0.41,0.139,26,automatic,ci,ci
2017-02-18T06:21:56.234Z,56.9611,-154.6519,17.5,3.1,ml,,,,0.67,ak,ak15293870,2017-02-18T06:46:23.510Z,"76km SSW of Larsen Bay, Alaska",earthquake,,3.1,,,automatic,ak,ak
2017-02-18T06:16:19.193Z,64.9409,-148.6021,14.2,0.9,ml,,,,0.58,ak,ak15293867,2017-02-18T06:27:11.670Z,"29km WNW of Ester, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-18T06:03:43.596Z,63.0103,-150.9407,109.6,1.2,ml,,,,0.28,ak,ak15293368,2017-02-18T10:01:26.651Z,"87km NNW of Talkeetna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-02-18T05:57:47.570Z,38.8161659,-122.8183365,2.19,2.56,md,35,65,0.009683,0.03,nc,nc72765246,2017-02-18T20:02:54.475Z,"6km NW of The Geysers, California",earthquake,0.15,0.29,0.15,18,automatic,nc,nc
2017-02-18T05:42:12.912Z,64.5693,-149.9991,12.6,0.3,ml,,,,0.39,ak,ak15293365,2017-02-18T09:55:25.557Z,"42km W of North Nenana, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-02-18T05:11:43.219Z,63.0943,-151.4136,10.3,2,ml,,,,0.88,ak,ak15292857,2017-02-18T05:28:34.828Z,"108km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-18T05:09:04.800Z,19.4169,-65.9531,11,2.8,Md,4,331.2,1.14175873,0.18,pr,pr17049004,2017-02-18T07:52:54.652Z,"106km N of San Juan, Puerto Rico",earthquake,9.3,13.3,0,3,reviewed,pr,pr
2017-02-18T04:55:43.660Z,-16.9822,-70.1521,151.72,4.3,mb,,137,0.881,0.7,us,us20008km0,2017-02-18T12:58:19.094Z,"28km NE of Pujocucho, Peru",earthquake,12.1,9,0.177,9,reviewed,us,us
2017-02-18T04:28:24.331Z,36.7026,-116.3247,9.1,0.5,ml,13,76.02,0.059,0.1531,nn,nn00578963,2017-02-19T02:35:10.806Z,"45km ESE of Beatty, Nevada",earthquake,,1.7,0.21,10,reviewed,nn,nn
2017-02-18T04:15:08.031Z,36.7036,-116.3144,9.1,0.1,ml,17,75.73,0.062,0.1795,nn,nn00578959,2017-02-19T02:35:04.946Z,"45km ESE of Beatty, Nevada",earthquake,,1.6,0.84,5,reviewed,nn,nn
2017-02-18T04:00:44.734Z,63.6188,-152.0059,0,1.3,ml,,,,0.75,ak,ak15292848,2017-02-18T04:16:23.522Z,"152km W of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-18T03:45:18.560Z,38.8398333,-122.8293333,2.03,0.74,md,20,89,0.004964,0.02,nc,nc72765231,2017-02-18T08:21:03.687Z,"9km WNW of Cobb, California",earthquake,0.21,0.34,0.043,5,reviewed,nc,nc
2017-02-18T03:34:52.700Z,17.847,-66.875,2,1.9,Md,3,334.8,0.20212094,0.25,pr,pr17049003,2017-02-18T07:52:14.503Z,"14km SSE of Guanica, Puerto Rico",earthquake,15.6,12.4,0,2,reviewed,pr,pr
2017-02-18T03:34:20.805Z,38.3969,-118.9038,8.7,1,ml,5,136.15,0.124,0.095,nn,nn00578962,2017-02-19T02:35:08.543Z,"28km WSW of Hawthorne, Nevada",earthquake,,8.7,0.32,2,reviewed,nn,nn
2017-02-18T03:23:31.175Z,38.3937,-118.9062,8.2,1.3,ml,7,83.6,0.127,0.1078,nn,nn00578961,2017-02-19T02:35:06.939Z,"28km WSW of Hawthorne, Nevada",earthquake,,6.2,0.23,3,reviewed,nn,nn
2017-02-18T03:18:31.200Z,18.1399,-65.7291,6,1.6,Md,4,165.6,0.11498436,0.12,pr,pr17049002,2017-02-18T07:51:13.815Z,"3km SE of Punta Santiago, Puerto Rico",earthquake,0.7,0.9,0,4,reviewed,pr,pr
2017-02-18T03:16:35.130Z,44.9641667,-73.9165,18.94,0.65,ml,9,215,0.2666,0.13,ld,ld60052703,2017-02-20T14:35:40.360Z,"19km SSE of Ormstown, Canada",earthquake,0.74,1.19,0.208,7,reviewed,ld,ld
2017-02-18T03:06:13.991Z,38.341,-118.8843,14.5,1.1,ml,6,104.98,0.29,0.122,nn,nn00578947,2017-02-19T02:34:55.939Z,"30km SW of Hawthorne, Nevada",earthquake,,13.5,0.32,2,reviewed,nn,nn
2017-02-18T02:50:13.195Z,58.4186,-154.1276,90.4,2.4,ml,,,,0.7,ak,ak15292342,2017-02-18T03:01:29.963Z,"98km N of Larsen Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-18T02:43:29.950Z,-35.6275,-102.9182,10,4.8,mb,,145,10.09,1.03,us,us20008klu,2017-02-18T03:03:27.040Z,"Southeast of Easter Island",earthquake,14.3,1.9,0.051,121,reviewed,us,us
2017-02-18T02:33:16.266Z,40.1236,-121.0539,8.8,0.9,ml,3,339.13,0.591,0.0496,nn,nn00578958,2017-02-19T02:35:02.082Z,"8km WSW of Greenville, California",earthquake,,21.3,0.11,2,reviewed,nn,nn
2017-02-18T02:15:57.563Z,63.3134,-151.1135,0,1.6,ml,,,,0.64,ak,ak15291841,2017-02-18T02:32:00.397Z,"108km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-18T02:10:57.602Z,36.8121,-116.0022,6.6,0.1,ml,13,163.2,0.085,0.1202,nn,nn00578995,2017-02-19T02:35:36.011Z,"67km N of Pahrump, Nevada",earthquake,,3,0.15,2,reviewed,nn,nn
2017-02-18T02:03:20.074Z,36.7017,-116.3178,8.5,0.4,ml,15,75.51,0.059,0.1498,nn,nn00578994,2017-02-19T02:35:33.865Z,"45km ESE of Beatty, Nevada",earthquake,,1.8,0.23,3,reviewed,nn,nn
2017-02-18T01:43:36.614Z,59.8113,-152.6629,79.3,2.4,ml,,,,0.58,ak,ak15291333,2017-02-18T02:08:21.917Z,"46km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-18T01:40:39.350Z,36.0153333,-117.7185,1.11,1.33,ml,11,124,0.03917,0.12,ci,ci37585519,2017-02-18T01:44:12.495Z,"19km ENE of Little Lake, CA",earthquake,0.38,0.47,0.168,18,automatic,ci,ci
2017-02-18T01:38:42.900Z,19.2026,-68.0459,17,3,Md,8,327.6,1.14804693,0.18,pr,pr17049001,2017-02-18T06:29:22.351Z,"78km NNE of Punta Cana, Dominican Republic",earthquake,7.5,15,0,6,reviewed,pr,pr
2017-02-18T01:32:25.469Z,60.5247,-151.6225,49.6,1.3,ml,,,,0.29,ak,ak15291331,2017-02-18T01:42:36.079Z,"20km W of Kenai, Alaska",earthquake,,1.8,,,automatic,ak,ak
2017-02-18T01:24:56.600Z,18.0132,-67.0566,6,1.5,Md,3,172.8,0.04491576,0.1,pr,pr17049000,2017-02-18T04:38:16.337Z,"3km SE of Palmarejo, Puerto Rico",earthquake,0.6,1.3,0,2,reviewed,pr,pr
2017-02-18T01:18:20.348Z,36.6991,-116.3187,9.5,0.3,ml,16,75.8,0.056,0.1613,nn,nn00578939,2017-02-19T02:34:53.250Z,"45km ESE of Beatty, Nevada",earthquake,,1.5,0.33,5,reviewed,nn,nn
2017-02-18T01:09:05.808Z,38.4082,-118.9068,10.1,1.1,ml,10,56.35,0.352,0.1335,nn,nn00578957,2017-02-19T02:35:00.125Z,"27km WSW of Hawthorne, Nevada",earthquake,,5.2,0.29,2,reviewed,nn,nn
2017-02-18T01:09:00.036Z,62.6857,-149.568,101.6,1.5,ml,,,,0.54,ak,ak15291326,2017-02-18T01:36:35.707Z,"49km NE of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-18T01:07:15.567Z,36.8158,-115.9991,6.2,0.5,ml,22,157.35,0.088,0.1636,nn,nn00578938,2017-02-19T02:34:51.751Z,"67km N of Pahrump, Nevada",earthquake,,1.5,0.18,10,reviewed,nn,nn
2017-02-18T01:00:04.621Z,61.3454,-140.1104,0.5,1.9,ml,,,,0.79,ak,ak15291320,2017-02-18T01:13:55.737Z,"155km WNW of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2017-02-18T00:57:08.220Z,36.5485,-121.1168333,6.58,2.11,md,17,72,0.05037,0.04,nc,nc72765211,2017-02-18T03:05:04.105Z,"23km NE of Soledad, California",earthquake,0.25,0.68,0.246,12,reviewed,nc,nc
2017-02-18T00:52:00.925Z,37.8254,-116.1542,0,0.7,ml,6,186.73,0.621,0.1674,nn,nn00578992,2017-02-19T02:35:31.355Z,"44km SSE of Warm Springs, Nevada",earthquake,,0,0.2,2,reviewed,nn,nn
2017-02-18T00:50:44.819Z,36.5651,-115.2901,9.7,0.5,ml,13,142.9,0.123,0.0946,nn,nn00578991,2017-02-19T02:35:29.753Z,"41km NNW of Nellis Air Force Base, Nevada",earthquake,,7.3,0.46,3,reviewed,nn,nn
2017-02-18T00:38:40.580Z,34.0001667,-116.7763333,10.25,1.66,ml,60,28,0.04359,0.13,ci,ci37585503,2017-02-18T01:05:37.610Z,"9km N of Cabazon, CA",earthquake,0.14,0.26,0.103,25,reviewed,ci,ci
2017-02-18T00:08:27.340Z,19.4236667,-155.615,1.862,1,md,12,101,0.02397,0.2,hv,hv61610701,2017-02-18T01:10:34.740Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.55,0.74,0.264,5,reviewed,hv,hv
2017-02-18T00:07:36.622Z,38.6744,-119.1333,4.1,1.2,ml,5,169.85,0.293,0.0734,nn,nn00578956,2017-02-19T02:34:58.046Z,"21km SE of Smith, Nevada",earthquake,,11.1,0.08,2,reviewed,nn,nn
2017-02-18T00:03:34.336Z,64.9945,-147.3161,3.9,1.7,ml,,,,0.57,ak,ak15290696,2017-02-18T00:18:54.376Z,"24km NNE of Badger, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-18T00:00:08.320Z,19.418,-155.6126667,2.782,0.99,md,10,93,0.02071,0.12,hv,hv61610696,2017-02-18T01:05:27.480Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.38,0.51,0.091,3,reviewed,hv,hv
2017-02-17T23:39:17.150Z,38.5571667,-122.2708333,9.36,2.05,md,30,147,0.1259,0.15,nc,nc72765206,2017-02-18T03:17:03.229Z,"15km E of Angwin, California",earthquake,0.39,0.86,0.302,19,reviewed,nc,nc
